Campaign,Browser,Device Type,Operating System,Supply Vendor,User Hour Of Week,Partner Cost (USD),01 - Total Click + View Conversions
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,33,1.262972265,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,34,1.193437528,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,35,1.171291923,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,36,1.315007041,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,37,1.315055016,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,38,1.283898146,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,39,1.156164152,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,40,1.22707498,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,41,1.461678937,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,42,1.601305581,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,43,1.59144157,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,44,1.837811557,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,45,2.02888357,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,46,2.243403733,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,47,1.875906849,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,48,1.178256667,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,55,1.466125161,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,59,1.035633993,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,60,1.181676485,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,61,1.201095086,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,62,1.092909179,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,63,1.097053709,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,64,1.123762062,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,65,1.308534979,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,66,1.559124411,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,67,1.614800455,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,68,1.608468479,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,69,1.905341104,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,70,2.140408562,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,71,2.004933398,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,72,1.106267115,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,79,1.489513777,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,80,1.308492722,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,81,1.203120009,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,82,1.018436959,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,83,1.024569186,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,84,1.124358982,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,85,1.24252602,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,86,1.07645311,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,88,1.177870526,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,89,1.239865143,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,90,1.449367972,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,91,1.779923883,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,92,1.791024937,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,93,2.032256163,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,94,2.297165752,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,95,1.959320079,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,96,1.067559645,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,103,1.702394576,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,104,1.711775348,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,105,1.387868004,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,106,1.331818545,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,107,1.205385112,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,108,1.163442547,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,109,1.288795644,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,110,1.07372563,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,111,1.142126925,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,112,1.074670477,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,113,1.248489761,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,114,1.451988367,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,115,1.548439121,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,116,1.494978218,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,117,1.539750921,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,118,1.507769221,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,119,1.357747945,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,127,1.104474369,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,128,1.260375309,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,129,1.046252526,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,133,1.060301145,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,138,1.143895129,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,139,1.136737111,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,140,1.135459033,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,141,1.263559426,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,142,1.547669486,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,143,1.388203152,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,152,1.204911591,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,153,1.159023957,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,154,1.224995244,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,155,1.313558878,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,156,1.16193048,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,157,1.283339711,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,158,1.334842232,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,159,1.204694095,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,160,1.172909876,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,161,1.154382083,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,162,1.092551314,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,163,1.345851016,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,164,1.388412135,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,165,1.629974894,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,166,2.053339833,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,index exchange,167,1.972460671,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,0,3.50750164,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,1,2.254641972,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,2,1.415832274,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,7,1.866245664,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,8,2.361133543,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,9,2.640146163,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,10,3.179383977,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,11,3.411598062,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,12,3.741714788,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,13,3.968062203,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,14,4.344948688,13
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,15,4.526248432,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,16,4.447774704,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,17,4.679936216,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,18,4.542200186,10
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,19,4.621009148,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,20,4.830790141,13
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,21,6.122114248,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,22,7.06334405,19
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,23,6.857353715,14
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,24,4.283437418,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,25,2.484893084,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,26,1.2032424,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,30,1.182930429,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,31,2.423244765,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,32,2.709851126,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,33,2.80116304,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,34,3.150105072,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,35,3.728470807,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,36,4.005744459,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,37,4.23207512,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,38,4.158738355,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,39,4.243228041,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,40,4.082251837,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,41,4.452801289,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,42,4.834598694,10
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,43,5.017747586,11
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,44,5.595699367,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,45,6.046988739,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,46,6.950322023,10
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,47,6.213814675,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,48,3.12922345,12
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,49,1.651324105,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,54,1.611197454,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,55,2.486079902,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,56,2.0567145,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,57,2.374925654,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,58,2.560113737,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,59,2.964985735,14
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,60,3.375678265,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,61,3.370855233,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,62,3.28111745,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,63,3.167180301,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,64,3.356047281,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,65,3.931734271,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,one display,66,4.290467207,4
